prefix,AB_ICMPv4,AB_TCPv4,AB_DNSv4,GCD_ICMPv4,GCD_TCPv4,partial,backing_prefix,ASN,locations,is_hrp,number_of_active_ips,ip_utilization,clean_locations,scope,continent,country
71.18.245.0/24,3,0,0,3,0,False,71.18.245.0/24,396986,"[{'city': 'Osaka', 'country_code': 'JP', 'id': 'ITM', 'lat': 34.7855, 'lon': 135.438}
 {'city': 'Kuala Lumpur', 'country_code': 'MY', 'id': 'KUL', 'lat': 2.74558, 'lon': 101.71}
 {'city': 'Shanghai', 'country_code': 'CN', 'id': 'PVG', 'lat': 31.1434, 'lon': 121.805}]",False,4,0.015625,"[{'city': 'Osaka', 'country_code': 'JP', 'id': 'ITM', 'lat': 34.7855, 'lon': 135.438}, {'city': 'Kuala Lumpur', 'country_code': 'MY', 'id': 'KUL', 'lat': 2.74558, 'lon': 101.71}, {'city': 'Shanghai', 'country_code': 'CN', 'id': 'PVG', 'lat': 31.1434, 'lon': 121.805}]",Continental,AS,
71.18.77.0/24,8,0,0,12,0,False,71.18.77.0/24,396986,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': 'Manchester', 'country_code': 'GB', 'id': 'MAN', 'lat': 53.3537, 'lon': -2.27495}
 {'city': 'Warsaw', 'country_code': 'PL', 'id': 'WAW', 'lat': 52.1657, 'lon': 20.9671}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}
 {'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}
 {'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}
 {'city': 'Marseille', 'country_code': 'FR', 'id': 'MRS', 'lat': 43.43927, 'lon': 5.221424}
 {'city': 'Vienna', 'country_code': 'AT', 'id': 'WIE', 'lat': 48.1103, 'lon': 16.5697}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': 'Milan', 'country_code': 'IT', 'id': 'MXP', 'lat': 45.6306, 'lon': 8.72811}
 {'city': 'Barcelona', 'country_code': 'ES', 'id': 'BCN', 'lat': 41.2971, 'lon': 2.07846}]",False,1,0.00390625,"[{'city': 'Frankfurt-am-Main', 'country_code': 'DE', 'id': 'FRA', 'lat': 50.0264, 'lon': 8.54313}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': 'Manchester', 'country_code': 'GB', 'id': 'MAN', 'lat': 53.3537, 'lon': -2.27495}, {'city': 'Warsaw', 'country_code': 'PL', 'id': 'WAW', 'lat': 52.1657, 'lon': 20.9671}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}, {'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}, {'city': 'Madrid', 'country_code': 'ES', 'id': 'MAD', 'lat': 40.4936, 'lon': -3.56676}, {'city': 'Marseille', 'country_code': 'FR', 'id': 'MRS', 'lat': 43.43927, 'lon': 5.221424}, {'city': 'Vienna', 'country_code': 'AT', 'id': 'WIE', 'lat': 48.1103, 'lon': 16.5697}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': 'Milan', 'country_code': 'IT', 'id': 'MXP', 'lat': 45.6306, 'lon': 8.72811}, {'city': 'Barcelona', 'country_code': 'ES', 'id': 'BCN', 'lat': 41.2971, 'lon': 2.07846}]",Continental,EU,
72.13.122.0/24,3,3,0,4,2,False,72.13.122.0/23,53334,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",False,22,0.0859375,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
72.200.254.0/24,2,0,2,2,0,False,72.200.254.0/24,26008,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",False,1,0.00390625,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",National,NA,US
72.200.255.0/24,2,0,2,2,0,False,72.200.255.0/24,26008,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",False,1,0.00390625,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",National,NA,US
72.29.125.0/24,3,3,0,3,2,False,72.29.125.0/24,17378,"[{'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",False,5,0.01953125,"[{'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
72.29.161.0/24,2,1,0,2,0,False,72.29.160.0/19,14589,"[{'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",False,5,0.01953125,"[{'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",National,NA,US
74.120.184.0/24,1,0,0,2,1,False,74.120.184.0/24,22300,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",False,4,0.015625,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",National,NA,US
74.121.124.0/24,5,0,5,6,0,False,74.121.124.0/24,26008,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",False,1,0.00390625,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
74.121.125.0/24,5,0,5,6,0,False,74.121.125.0/24,26008,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",False,1,0.00390625,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",Continental,NA,
74.211.15.0/24,3,0,3,6,0,False,74.211.0.0/18,4181,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",False,2,0.0078125,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",Continental,NA,
74.211.51.0/24,3,1,3,6,0,False,74.211.0.0/18,4181,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",False,2,0.0078125,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",Continental,NA,
74.211.57.0/24,3,1,3,6,0,False,74.211.0.0/18,4181,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",False,4,0.015625,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
74.211.63.0/24,3,1,3,6,0,False,74.211.0.0/18,4181,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,11,0.04296875,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
74.211.89.0/24,3,1,3,6,0,False,74.211.64.0/19,4181,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",False,5,0.01953125,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
74.40.74.0/24,4,0,0,5,0,False,74.32.0.0/12,5650,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",False,11,0.04296875,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",National,NA,US
74.81.99.0/24,2,1,0,2,0,False,74.81.96.0/19,26801,"[{'city': 'Pittsburgh', 'country_code': 'US', 'id': 'PIT', 'lat': 40.4915, 'lon': -80.2329}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",False,31,0.12109375,"[{'city': 'Pittsburgh', 'country_code': 'US', 'id': 'PIT', 'lat': 40.4915, 'lon': -80.2329}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
74.85.0.0/24,5,5,0,6,2,False,74.85.0.0/19,32035,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",False,4,0.015625,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
74.85.141.0/24,2,0,2,2,0,False,74.85.141.0/24,13649,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",False,4,0.015625,"[{'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",National,NA,US
75.75.75.0/24,4,0,0,7,0,False,75.75.0.0/17,7922,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Salt Lake City', 'country_code': 'US', 'id': 'SLC', 'lat': 40.7884, 'lon': -111.978}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,0,0.0,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Salt Lake City', 'country_code': 'US', 'id': 'SLC', 'lat': 40.7884, 'lon': -111.978}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
75.75.76.0/24,4,0,0,4,0,False,75.75.0.0/17,7922,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,0,0.0,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
76.12.32.0/24,1,1,1,2,0,False,76.12.0.0/16,20021,"[{'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",False,1,0.00390625,"[{'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
76.14.192.0/24,2,1,0,2,0,False,76.14.0.0/16,11404,"[{'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",False,0,0.0,"[{'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",National,NA,US
76.14.96.0/24,2,1,0,2,0,False,76.14.0.0/17,11404,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,0,0.0,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
77.67.63.0/24,2,0,2,2,0,False,77.67.0.0/17,3257,"[{'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,3,0.01171875,"[{'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",Continental,EU,
77.75.184.0/24,2,0,2,2,0,False,77.75.184.0/21,42973,"[{'city': 'Liverpool', 'country_code': 'GB', 'id': 'LPL', 'lat': 53.3336, 'lon': -2.84972}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",False,3,0.01171875,"[{'city': 'Liverpool', 'country_code': 'GB', 'id': 'LPL', 'lat': 53.3336, 'lon': -2.84972}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}]",National,EU,GB
77.88.21.0/24,1,0,0,2,0,False,77.88.0.0/18,208398_13238,"[{'city': 'Moscow', 'country_code': 'RU', 'id': 'CKL', 'lat': 55.8783, 'lon': 38.0617}
 {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}]",False,132,0.515625,"[{'city': 'Moscow', 'country_code': 'RU', 'id': 'CKL', 'lat': 55.8783, 'lon': 38.0617}, {'city': 'Stockholm', 'country_code': 'SE', 'id': 'BMA', 'lat': 59.3544, 'lon': 17.9417}]",Continental,EU,
